Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Multi Engine	PIC/XC	XC>50 PIC	Turbine	Remarks
"11/16/07"	"SF340"	"N277MJ"	"PIT-PKB-PIT-SYR"	3.2	2	1	0.6	0.0	0	0.0	1.7	3.2	0.0	0.0	3.2	0.0	0.0	3.2			3.2	"4923/4925/4945"
"11/18/07"	"SF340"	"N251CJ"	"SYR-LGA-MHT-LGA-SYR"	6.7	1	3	4.2	0.0	3	0.0	4.9	6.7	0.0	0.0	6.7	0.0	0.0	6.7			6.7	"4824/4829"
"11/19/07"	"SF340"	"N299CJ"	"SYR-BOS-SYR"	2.7	1	1	0.0	0.0	0	0.0	1.4	2.7	0.0	0.0	2.7	0.0	0.0	2.7			2.7	"4890/4960"
"11/23/07"	"SF340"	"N210CJ"	"SYR-ALB"	1.1	1	0	0.0	0.0	0	0.0	0.0	1.1	0.0	0.0	1.1	0.0	0.0	1.1			1.1	"9402"
"11/24/07"	"SF340"	"N233CJ"	"ALB-LEB-ALB-PIT-PKB-PIT-SYR"	6.7	5	1	0.6	0.0	0	0.0	1.4	6.7	0.0	0.0	6.7	0.0	0.0	6.7			6.7	"9403/9406/4988/4909/9406"
"12/03/07"	"SF340"	"N233CJ"	"SYR-PIT-PKB"	2.3	2	0	0.0	0.0	0	0.0	0.0	2.3	0.0	0.0	2.3	0.0	0.0	2.3			2.3	"4933/4988"
"12/04/07"	"SF340"	"N321CJ"	"PKB-PIT-SYR-LGA-SYR"	6.0	4	0	1.2	0.0	1	0.0	0.0	6.0	0.0	0.0	6.0	0.0	0.0	6.0			6.0	"4909/4934/4808/4858"
"12/05/07"	"SF340"	"N210CJ"	"SYR-PIT-PKB"	3.7	2	0	3.4	0.0	2	0.0	1.2	3.7	0.0	0.0	3.7	0.0	0.0	3.7			3.7	"4933/4988"
"12/06/07"	"SF340"	"N344CJ"	"PKB-PIT-SYR-LGA-SYR"	6.2	3	1	0.4	0.0	1	0.0	1.0	6.2	0.0	0.0	6.2	0.0	0.0	6.2			6.2	"4909/4934/4808/4858"
"12/13/07"	"SF340"	"N344CJ"	"SYR-PIT-PKB"	2.9	0	2	1.2	0.0	1	0.0	2.9	2.9	0.0	0.0	2.9	0.0	0.0	2.9			2.9	"4945/4899"
"12/14/07"	"SF340"	"N344CJ"	"PIT-PKB-SYR"	3.6	1	1	0.9	0.0	0	0.0	2.0	3.6	0.0	0.0	3.6	0.0	0.0	3.6			3.6	"4925/4945"
"12/20/07"	"SF340"	"N344CJ"	"SYR-PIT-PKB"	3.2	2	0	2.9	0.0	2	0.0	0.0	3.2	0.0	0.0	3.2	0.0	0.0	3.2			3.2	"4946/4899"
"12/21/07"	"SF340"	"N344CJ"	"PKB-PIT-SYR-LGA-SYR-ROC-SYR"	8.0	5	1	3.7	0.0	4	0.0	0.6	8.0	0.0	0.0	8.0	0.0	0.0	8.0			8.0	"4909/4934/4808/4858/9405"
"12/22/07"	"SF340"	"N251CJ"	"PIT-MGW-CKB"	1.1	0	2	0.0	0.0	0	0.0	1.1	1.1	0.0	0.0	1.1	0.0	0.0	1.1			1.1	"4993"
"12/23/07"	"SF340"	"N251CJ"	"CKB-MGW-PIT-CKB-MGW-PKB-PIT-SYR"	7.2	6	1	5.8	0.0	7	0.0	1.2	7.2	0.0	0.0	7.2	0.0	0.0	7.2			7.2	"4992/4991/4945/4925/4923"
"12/24/07"	"SF340"	"N251CJ"	"SYR-LGA-SYR-LGA-SYR"	6.3	3	1	1.8	0.0	3	0.0	0.6	6.3	0.0	0.0	6.3	0.0	0.0	6.3			6.3	"4810/4806/4824/4884"
"01/02/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.0	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0					"SE Currency Flight"
"01/03/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0					"PPL Lesson Tony Coots"
"01/05/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0					"PPL Lesson Kenny Schetterner"
"01/08/08"	"BE-58"	"N123BC"	"KCNU-KCNU"	1.5	1	0	0.6	0.0	1	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	1.5				"Instrument Practice Ride/Mike Chase"
"01/09/08"	"PA-34-200T"	"N730BC"	"KCNU-KCNU"	1.0	1	0	0.0	0.0	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0				"IPC with Steve Hubert and Jacob Barazani"
"01/09/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	1.5	1.5				"ME Maneuvers/Clint Markham"
"01/10/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2	1.2				"ME Maneuvers/Clint Markham"
"01/11/08"	"PA30"	"N8088Y"	"KCNU-KOJC-KCNU"	3.9	2	0	0.0	0.0	0	0.0	0.0	3.9	0.0	3.9	0.0	0.0	3.9	3.9	3.9	3.9		"Checkride Prep-Clint Markham"
"01/17/08"	"PA28-140"	"N98014"	"KCNU-KLWC-KCNU"	3.1	2	0	0.1	0.0	6	0.0	0.0	3.1	0.0	3.1	0.0	0.0	0.0		3.1	3.1		"Safety Pilot-Jarryd Elloy"
"01/17/08"	"PA28-140"	"N7540R"	"KCNU-KCNU"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0					"PPL Maneuvers/Matt Jackson"
"01/22/08"	"PA28-140"	"N98014"	"KCNU-KTOP-KCNU"	3.7	3	0	0.0	1.3	3	0.0	0.0	3.7	0.0	3.7	0.0	0.0	0.0		3.7	3.7		"CFII Checkride"
"01/23/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	1.1	1.1				"ME Introduction/Venkat"
"01/23/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.0	1	0	0.0	0.0	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0					"Attitude Flying and Unusual Attitudes/Jarryd Elloy"
"01/24/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	0.9				"ME Maneuvers/Venkat"
"01/24/08"	"PA28-140"	"N98014"	"KCNU-KIDP-KCNU"	1.4	2	0	0.0	0.0	2	0.0	0.0	0.0	0.0	1.4	0.0	0.0	1.4					"IFR Cross Country"
"01/25/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.2	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2	1.2				"ME Maneuvers/Venkat"
"01/28/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	2.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	2.1	2.1				"All ME Maneuvers/Venkat"
"01/30/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2					"PPL Maneuvers/Tracy DeMoss"
"02/01/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	1.6	1.6				"ME Maneuvers/Venkat"
"02/01/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	1.5					"PPL Maneuvers/Tracy DeMoss"
"02/02/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	1.8	1.8				"ME Maneuvers/Venkat"
"02/02/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9					"IFR Checkride Prep/Jarryd Elloy"
"02/02/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	1.6					"PPL Maneuvers/Tracy DeMoss"
"02/03/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.9	1	0	0.6	0.0	1	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9					"IFR Actual Practice/Jarryd Elloy"
"02/03/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	1.6	1.6				"ME Maneuvers/Venkat"
"02/04/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0					"TO&Landings/Tracy Demoss"
"02/04/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	2.7	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.7	0.0	0.0	2.7	2.7				"ME Maneuvers/Venkat"
"02/06/08"	"PA30"	"N8088Y"	"KCNU-KOJC-KCNU"	2.3	2	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	2.3	2.3	2.3	2.3		"ME Maneuvers/Venkat checkride Prep"
"02/08/08"	"PA30"	"N8088Y"	"KCNU-KOJC-KLWC-KOJC-KCNU"	4.2	1	0	0.0	0.0	0	0.0	0.0	4.2	0.0	4.2	0.0	0.0	4.2	4.2	4.2	4.2		"ME Maneuvers/Mike Young"
"02/09/08"	"PA28-140"	"N98014"	"KCNU-KLWC-KOJC-KCNU"	3.1	3	0	0.0	0.0	0	0.0	0.0	3.1	0.0	3.1	0.0	0.0	3.1		3.1	3.1		"Instrument Checkride Prep/Jarryd Elloy"
"02/13/08"	"PA28-140"	"N98014"	"KCNU-KLWC-KOJC-KCNU"	3.0	3	0	0.0	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	3.0		3.0	3.0		"Instrument Checkride Prep/Jarryd Elloy"
"02/14/08"	"PA30"	"N8088Y"	"KCNU-KTUL-KCNU"	2.2	1	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	0.0	2.2	2.2	2.2	2.2		"ME Comm/Jarryd Elloy"
"02/18/08"	"PA30"	"N8088Y"	"KCNU-KHOT-KCNU"	3.9	1	0	1.6	0.0	0	0.0	0.0	3.9	0.0	3.9	0.0	0.0	3.9	3.9	3.9	3.9		"ME Comm/Jarryd Elloy"
"02/19/08"	"PA30"	"N8088Y"	"KCNU-KADS-KMCL-KCNU"	4.8	1	0	0.0	0.0	0	0.0	0.0	4.8	0.0	4.8	0.0	0.0	4.8	4.8	4.8	4.8		"ME Comm/Jarryd Elloy"
"02/19/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.8					"PPL Maneuvers/Jon Finley"
"02/20/08"	"PA30"	"N8088Y"	"KCNU-KSGF-KCNU"	2.3	1	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	2.3	2.3	2.3	2.3		"ME Comm/Jarryd Elloy"
"02/25/08"	"PA28-140"	"N98014"	"KCNU-KEMP-KCNU"	1.8	1	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	1.8		1.8	1.8		"Instrument Training/Andy Polley"
"02/25/08"	"PA30"	"N8088Y"	"KCNU-KFSM-KCNU"	3.0	1	0	1.6	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	3.0	3.0	3.0	3.0		"ME Comm/Jarryd Elloy"
"02/25/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.3	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3					"BFR Brad Skiles"
"02/26/08"	"PA28-140"	"N98014"	"KCNU-KEMP-KCNU"	1.7	1	0	0.0	0.0	0	0.0	0.0	1.7	0.0	1.7	0.0	0.0	1.7		1.7	1.7		"Instrument Training/Andy Polley"
"02/26/08"	"PA30"	"N8088Y"	"KCNU-KMHK-KCNU"	2.1	1	0	0.6	0.0	0	0.0	0.0	2.1	0.0	2.1	0.0	0.0	2.1	2.1	2.1	2.1		"ME Comm/Jarryd Elloy"
"02/27/08"	"PA30"	"N8088Y"	"KCNU-KLNK-KCNU"	3.3	2	0	0.8	0.0	0	0.0	0.0	3.3	0.0	3.3	0.0	0.0	3.3	3.3	3.3	3.3		"ME Comm/Jarryd Elloy"
"02/27/08"	"PA28-140"	"N98014"	"KCNU-KLWC-KCNU"	2.4	2	0	0.0	0.0	2	0.0	0.0	2.4	0.0	2.4	0.0	0.0	2.4		2.4	2.4		"Instrument Training/Andy Polley"
"02/27/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.9	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9					"PPL Maneuvers/Jon Finley"
"02/28/08"	"PA30"	"N8088Y"	"KCNU-K81-KCNU"	1.2	1	0	0.0	0.0	0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	1.2	1.2	1.2	1.2		"ME Comm/Jarryd Elloy"
"02/29/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3					"Instrument refresher/Brad Skiles"
"02/29/08"	"PA28-140"	"N98014"	"KCNU-KEMP-KUKL-KCNU"	2.3	3	0	0.0	0.0	4	0.0	0.0	2.3	0.0	2.3	0.0	0.0	2.3		2.3	2.3		"Instrument Training/Andy Polley"
"03/04/08"	"PA28-140"	"N98014"	"KCNU-KOWI-KFSK-K88-KCNU"	2.4	0	0	0.0	0.0	4	0.0	0.0	2.4	0.0	2.4	0.0	0.0	2.4		2.4	2.4		"Instrument Training/Andy Polley"
"03/05/08"	"PA28-140"	"N98014"	"KCNU-KBVO-KIDP-1K7-KCNU"	2.4	0	0	0.0	0.0	4	0.0	0.0	2.4	0.0	2.4	0.0	0.0	2.4		2.4	2.4		"Instrument Training/Andy Polley"
"03/06/08"	"PA28-140"	"N98014"	"KCNU-KEMP-KOWI-KFSK-K88-KCNU"	3.1	1	0	0.0	0.0	4	0.0	0.0	3.1	0.0	3.1	0.0	0.0	3.1		3.1	3.1		"Instrument Training/Andy Polley"
"03/07/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9					"Instrument Training/Andy Polley"
"03/08/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.7					"pre-solo evaluation/Tracy Demoss"
"03/08/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3	1.3				"ME Comm Preparation/Jarryd Elloy"
"03/10/08"	"PA28-140"	"N98014"	"KCNU-KBVO-KCNU"	1.7	2	0	0.0	0.0	0	0.0	0.0	1.7	0.0	1.7	0.0	0.0	1.7		1.7	1.7		"PPL Cross Country/Tracy Demoss"
"03/10/08"	"PA28-140"	"N98014"	"KCNU-KTOP-KCNU"	2.3	0	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	2.3		2.3	2.3		"Instrument Training/Andy Polley"
"03/11/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.7					"Jon Finley/TO Landings"
"03/11/08"	"PA28-140"	"N98014"	"KCNU-KLWC-KGLY-KCNU"	3.3	3	0	0.0	0.0	0	0.0	0.0	3.3	0.0	3.3	0.0	0.0	3.3		3.3	3.3		"IFR Long XC/Andy Polley"
"03/11/08"	"PA30"	"N8088Y"	"KCNU-KSGF-KTUL-KCNU"	3.3	0	3	0.0	0.0	0	0.0	3.3	3.3	0.0	3.3	0.0	0.0	3.3	3.3	3.3	3.3		"Long Night XC Comm/Jarryd Elloy"
"03/12/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	1.4	1.4				"ME Comm/Jarryd Elloy"
"03/12/08"	"PA28-140"	"N98014"	"KCNU-KEMP-KCNU"	1.7	0	0	0.0	0.0	0	0.0	0.0	1.7	0.0	1.7	0.0	0.0	1.7		1.7	1.7		"PPL Cross Country/Tracy DeMoss"
"03/13/08"	"PA28-140"	"N98014"	"KCNU-KIDP-KPPF-KCNU"	2.1	0	0	0.0	0.0	0	0.0	0.0	2.1	0.0	2.1	0.0	0.0	2.1		2.1			"IPC/Brad Skiles"
"03/13/08"	"PA30"	"N8088Y"	"KCNU-KICT-KIDP-KCNU"	2.4	0	0	0.0	0.0	0	0.0	0.0	2.4	0.0	2.4	0.0	0.0	2.4	2.4	2.4	2.4		"ME Comm/Jarryd Elloy"
"03/14/08"	"PA28-140"	"N98014"	"KCNU-1K7-KCNU"	1.4	0	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	1.4		1.4			"PPL Cross Country/Tracy Demoss"
"03/14/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.2	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2					"BFR/Jyri"
"03/14/08"	"C172K"	"N79881"	"KCNU-KCNU"	0.7	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.7					"C-172 Checkout/Andy Polley"
"03/16/08"	"PA30"	"N8088Y"	"KCNU-KOJC"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.7	0.0	0.7	0.0	0.0	0.7	0.7	0.7	0.7		"ME Comm/Jarryd Elloy"
"03/19/08"	"PA28-140"	"N98014"	"KCNU-KLWC-KOJC-K81-KCNU"	3.6	1	0	0.0	0.0	0	0.0	0.0	3.6	0.0	3.6	0.0	0.0	3.6		3.6	3.6		"Instrument Training/Andy Polley"
"03/20/08"	"PA28-140"	"N98014"	"KCNU-KBVO-KCNU"	1.9	0	0	0.0	0.0	0	0.0	0.0	1.9	0.0	1.9	0.0	0.0	1.9		1.9	1.9		"Ins Training/Andy Polley"
"03/24/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.9	0	0	0.0	0.0	0	0.0	0.0	0.9	0.0	0.9	0.0	0.0	0.9					"Holds/Andy Polley"
"03/27/08"	"PA28-140"	"N98014"	"KCNU-KEMP"	1.4	1	0	1.2	0.0	1	0.0	0.0	1.4	0.0	1.4	0.0	0.0	1.4		1.4	1.4		"IFR Cross Country/Venkat"
"03/28/08"	"C172K"	"N79881"	"KCNU-KEMP-KCNU"	2.1	1	0	0.0	0.0	0	0.0	0.0	2.1	0.0	2.1	0.0	0.0	2.1		2.1	2.1		"Instrument Training/Venkat"
"03/29/08"	"C172K"	"N79881"	"KCNU-KIDP-KCNU"	1.4	0	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	1.4					"Instrument Training/Venkat"
"04/01/08"	"C172K"	"N79881"	"KCNU-KBVO-KIDP-KCNU"	2.7	0	0	0.0	0.0	0	0.0	0.0	2.7	0.0	2.7	0.0	0.0	2.7		2.7	2.7		"Instrument Training/Venkat"
"04/01/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9					"Instrument Training/Andy Polley"
"04/02/08"	"PA28-140"	"N98014"	"KCNU-KEMP-KUKL-K88-KCNU"	2.5	0	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	2.5		2.5	2.5		"Instrument Training/Venkat"
"04/02/08"	"C172K"	"N79881"	"KCNU-KCNU"	0.4	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0					"4 TO/Landings currency"
"04/04/08"	"PA28-140"	"N98014"	"KCNU-KLWC-KCNU"	2.9	1	0	0.0	0.0	0	0.0	0.0	2.9	0.0	2.9	0.0	0.0	2.9		2.9	2.9		"Instrument Training/Venkat"
"04/04/08"	"C172K"	"N79881"	"KCNU-KMCI-KCNU"	2.8	1	0	0.0	0.0	0	0.0	0.0	2.8	0.0	2.8	0.0	0.0	2.8		2.8	2.8		"VFR Cross Country/Andy Polley"
"04/05/08"	"PA28-140"	"N98014"	"KCNU-KLWC-KCNU"	2.7	0	0	0.0	0.0	0	0.0	0.0	2.7	0.0	2.7	0.0	0.0	2.7		2.7	2.7		"Instrument Training/Venkat"
"04/05/08"	"PA28-140"	"N98014"	"KCNU-K81-KTOP-KCNU"	4.3	1	0	0.0	0.0	1	0.0	0.0	4.3	0.0	4.3	0.0	0.0	4.3		4.3	4.3		"Instrument Checkride Prep/Andy Polley"
"04/06/08"	"PA28-140"	"N98014"	"KCNU-KTOP-KCNU"	2.2	1	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	0.0	2.2		2.2	2.2		"VFR Cross Country/Andy Polley"
"04/07/08"	"PA28-140"	"N98014"	"KIDP-KJLN-KLWC-KCNU"	4.4	1	0	0.0	0.0	0	0.0	0.0	4.4	0.0	4.4	0.0	0.0	4.4		4.4	4.4		"Instrument Training/Venkat"
"04/07/08"	"PA28-140"	"N98014"	"KCNU-KLWC-KCNU"	3.2	1	0	0.0	0.0	1	0.0	0.0	3.2	0.0	3.2	0.0	0.0	3.2		3.2	3.2		"Instrument Checkride Prep/Venkat"
"04/10/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0					"PPL Maneuvers Hood/Tracy DeMoss"
"04/11/08"	"PA28-140"	"N98014"	"KCNU-KEMP-KCNU"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	1.5		1.5	1.5		"PPL Cross Country/Tracy Demoss"
"04/11/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.7					"Evaluation Flight/Travis Kinda"
"04/12/08"	"C172K"	"N79881"	"KCNU-KCNU"	1.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	1.5					"Aircraft Checkout/Jesse Owens"
"04/14/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.7					"Pre-solo work/Travis Kinda"
"04/14/08"	"PA28-140"	"N98014"	"KCNU-KEMP-KCNU"	2.1	0	3	0.0	0.0	0	0.0	2.1	2.1	0.0	2.1	0.0	0.0	2.1		2.1	2.1		"Night XC/Tracy Demoss"
"04/15/08"	"C172K"	"N79881"	"KCNU-KCNU"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5					"TO/Landings/Jesse Owens"
"04/18/08"	"PA28-140"	"N98014"	"KCNU-KEMP-KCNU"	1.8	0	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	1.8		1.8	1.8		"PPL Cross Country/Travis Kinda"
"04/20/08"	"C172K"	"N79881"	"KCNU-KCNU"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.7					"XWind Landings/Jesse Owens"
"04/21/08"	"PA28-140"	"N98014"	"KCNU-KPTS-KCNU"	1.5	0	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	1.5		1.5			"PPL Manuevers/Travis Kinda"
"04/23/08"	"C182A"	"N2019G"	"KCNU-KCNU"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0					"High Performance Checkout/Andy Polley"
"04/23/08"	"C182A"	"N2019G"	"KCNU-KCNU"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0					"High Performance Checkout/Travis Kinda"
"04/23/08"	"C182A"	"N2019G"	"KCNU-KCNU"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0					"High Performance Checkout/Jesse Owens"
"04/25/08"	"PA28-140"	"N98014"	"KCNU-KEMP-KCNU"	1.6	0	3	0.0	0.0	0	0.0	1.6	1.6	0.0	1.6	0.0	0.0	1.6		1.6	1.6		"PPL Cross Country/Travis Kinda"
"04/25/08"	"PA28-140"	"N98014"	"KCNU-KPTS-KCNU"	1.6	0	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	1.6		1.6			"PPL Cross Country/Travis Kinda"
"04/26/08"	"PA28-140"	"N98014"	"KCNU-KPTS-KCNU"	1.4	0	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	1.4		1.4			"PPL Maneuvers/Travis Kinda"
"04/26/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	0.9				"Multi Engine Maneuvers/Andy Polley"
"04/28/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.7	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	1.7					"Initial Instrument Lesson/Jesse Owens"
"04/28/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	2.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	2.1	2.1				"Multi Engine Maneuvers/Andy Polley"
"04/29/08"	"PA30"	"N8088Y"	"KCNU-KBRL-1C5-KSPI"	4.4	0	0	0.0	0.0	0	0.0	0.0	4.4	0.0	4.4	0.0	0.0	4.4	4.4	4.4	4.4		"ME Cross Country/Andy Polley"
"04/30/08"	"PA30"	"N8088Y"	"KSPI-KCNU"	2.4	1	0	0.0	0.0	0	0.0	0.0	2.4	0.0	2.4	0.0	0.0	2.4	2.4	2.4	2.4		"ME Cross Country/Andy Polley"
"05/03/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.1	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	1.1					"Instrument Maneuvers/Jesse Owens"
"05/03/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	0.9	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	0.9				"ME Maneuvers/Andy Polley"
"05/04/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.6					"Instrument Maneuvers/Jesse Owens"
"05/06/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.9	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	0.9				"ME Maneuvers/And Polley"
"05/08/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.1	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	1.1	1.1				"Multi Engine Maneuvers/Andy Polley"
