Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Multi Engine	PIC/XC	XC>50 PIC	Turbine	Remarks
"05/08/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0					"Instrument Introduction/Travis Kinda"
"05/10/08"	"C172K"	"N79881"	"KCNU-KCNU"	1.5	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	1.5					"Pattern A basic Instrument Maneuvers/Jesse Owens"
"05/12/08"	"PA28-140"	"N98014"	"KCNU-KIDP-KCNU"	1.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0					"Instrument Maneuvers/Travis Kinda"
"05/12/08"	"C172K"	"N79881"	"KCNU-KCNU"	1.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	1.4					"C172 Checkout/Travis Kinda"
"05/13/08"	"C172K"	"N79881"	"KCNU-KPPF-KCNU"	1.6	0	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	1.6					"Non Precision Approaches/Jesse Owens"
"05/13/08"	"C172K"	"N79881"	"KCNU-KCNU"	1.3	0	0	0.0	0.0	1	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3					"Non Precision Approaches/Travis Kinda"
"05/13/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.7	0.7				"TO Landings/Andy Polley"
"05/14/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3					"Instrument/Jesse Owens"
"05/14/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	1.4					"Instrument/Travis Kinda"
"05/14/08"	"PA30"	"N8088Y"	"KCNU-KIDP-KCNU"	1.3	1	0	0.0	0.0	0	0.0	0.0	1.3	0.0	1.3	0.0	0.0	1.3	1.3	1.3			"ME Maneuvers/Andy Polley"
"05/15/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	0.9				"ME Maneuvers/Andy Polley"
"05/15/08"	"PA28-140"	"N98014"	"KCNU-KIDP-KCNU"	1.6	0	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	1.6		1.6			"Instrument/Jesse Owens"
"05/15/08"	"PA28-140"	"N98014"	"KCNU-KIDP-KCNU"	1.4	0	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	1.4		1.4			"Instrument/Travis Kinda"
"05/15/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9					"Private Checkride Prep/Tracy Demoss"
"05/16/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.6	0.6				"ME Maneuvers/Andy Polley"
"05/16/08"	"PA28-140"	"N98014"	"KCNU-KEMP-KCNU"	1.9	0	0	0.0	0.0	0	0.0	0.0	1.9	0.0	1.9	0.0	0.0	1.9		1.9	1.9		"Instrument XC/Jesse Owens"
"05/17/08"	"PA30"	"N8088Y"	"KCNU-KTOP-KCNU"	1.3	0	0	0.0	0.0	0	0.0	0.0	1.3	0.0	1.3	0.0	0.0	1.3	1.3	1.3	1.3		"ME Maneuvers/Andy Polley"
"05/19/08"	"PA28-140"	"N98014"	"KCNU-KEMP-KCNU"	1.6	0	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	1.6		1.6	1.6		"Instrument XC/Jesse Owens"
"05/19/08"	"PA28-140"	"N98014"	"KCNU-KIDP-KCNU"	2.0	0	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0		2.0	2.0		"Checkride Prep/Tracy Demoss"
"05/20/08"	"PA28-140"	"N98014"	"KCNU-KPTS-KCNU"	1.6	0	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	1.6		1.6	1.6		"VFR XC Checkride Prep/Tracy Demoss"
"05/28/08"	"PA30"	"N8088Y"	"KCNU-KMLC-KCNU"	2.3	0	0	0.7	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	2.3	2.3	2.3	2.3		"ME Cross Country/Andy Polley"
"05/29/08"	"PA30"	"N8088Y"	"KCNU-KHUT-KCNU"	2.2	0	0	0.7	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	0.0	2.2	2.2	2.2	2.2		"ME Cross Country/Andy Polley"
"05/29/08"	"PA28-140"	"N98014"	"KCNU-KPPF-KFSK-KCNU"	1.8	3	0	0.0	0.0	2	0.0	0.0	1.8	0.0	1.8	0.0	0.0	1.8		1.8			"Non precision approaches/Jesse Owens"
"05/29/08"	"PA28-140"	"N98014"	"KCNU-KPPF-KFSK-KCNU"	1.7	3	0	0.0	0.0	2	0.0	0.0	1.7	0.0	1.7	0.0	0.0	1.7		1.7			"Non precision approaches/Travis Kinda"
"05/30/08"	"PA30"	"N8088Y"	"KCNU-KBRG-KCNU"	5.5	0	0	0.4	0.0	0	0.0	0.0	5.5	0.0	5.5	0.0	0.0	5.5	5.5	5.5	5.5		"ME Cross Country/Andy Polley"
"06/02/08"	"PA28-140"	"N98014"	"KCNU-KFSK-2K7-KCNU"	1.9	3	0	0.0	0.0	0	0.0	0.0	1.9	0.0	1.9	0.0	0.0	1.9		1.9			"INS Instruction/Jesse Owens"
"06/02/08"	"PA28-140"	"N98014"	"KCNU-KCVY-KCNU"	1.5	0	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	1.5		1.5			"Ins instruction/Jesse Owens"
"06/03/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	2.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	2.5					"Instrument Prep/Travis Kinda"
"06/04/08"	"PA30"	"N8088Y"	"KCNU-KBVO-KCNU"	1.5	0	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	1.5	1.5	1.5	1.5		"ME Introduction/Jesse Owens"
"06/04/08"	"PA30"	"N8088Y"	"KCNU-KMEZ-KCNU"	3.2	0	0	0.5	0.0	0	0.0	0.0	3.2	0.0	3.2	0.0	0.0	3.2	3.2	3.2	3.2		"ME Cross Country/Andy Polley"
"06/06/08"	"PA28-140"	"N98014"	"KCNU-KAAO-KLWC-KCNU"	2.8	0	0	0.0	0.0	0	0.0	0.0	2.8	0.0	2.8	0.0	0.0	2.8		2.8	2.8		"Long IFR XC/Jesse Owens"
"06/06/08"	"C172L"	"N3937Q"	"KCNU-KCNU"	1.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0					"Flight Review/BFR/Bill Thornton"
"06/07/08"	"PA28-140"	"N98014"	"KCNU-KAAO-KLWC-KCNU"	4.2	0	0	2.1	0.0	0	0.0	0.0	4.2	0.0	4.2	0.0	0.0	4.2		4.2	4.2		"Long IFR XC/Travis Kinda"
"06/10/08"	"PA28-140"	"N98014"	"KCNU-KLWC-KCNU"	3.5	1	0	0.0	0.0	0	0.0	0.0	3.5	0.0	3.5	0.0	0.0	3.5		3.5	3.5		"IFR Checkride Prep/Jesse Owens"
"06/11/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	0.7	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.7	0.7				"Partial Panel/Jesse Owens"
"06/11/08"	"PA30"	"N8088Y"	"KCNU-KLWC-KCNU"	3.1	0	0	0.0	0.0	0	0.0	0.0	3.1	0.0	3.1	0.0	0.0	3.1	3.1	3.1	3.1		"Instrument Prep/Travis Kinda"
"06/12/08"	"PA30"	"N8088Y"	"KCNU-KIXD-KCNU"	1.5	0	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	1.5	1.5	1.5	1.5		"ME Cross Country/Andy Polley"
"06/13/08"	"PA28-140"	"N98014"	"KCNU-KLWC-KIXD"	2.0	0	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0		2.0	2.0		"Checkride prep/Jesse Owens"
"06/17/08"	"PA30"	"N8088Y"	"KCNU-KDHT-P14-KGCN"	7.6	1	0	1.0	0.0	0	0.0	0.0	7.6	0.0	7.6	0.0	0.0	7.6	7.6	7.6	7.6		"ME Cross Country/Andy Polley"
"06/18/08"	"PA30"	"N8088Y"	"KGCN-KPGA-KDHT-KCNU"	5.9	1	0	0.0	0.0	0	0.0	0.0	5.9	0.0	5.9	0.0	0.0	5.9	5.9	5.9	5.9		"ME Cross Country/Andy Polley"
"06/19/08"	"PA30"	"N8088Y"	"KCNU-SGF-TUL-KCNU"	3.9	0	1	0.0	0.0	0	0.0	3.9	3.9	0.0	3.9	0.0	0.0	3.9	3.9	3.9	3.9		"Night XC Multi Engine/Andy Polley"
"06/20/08"	"PA30"	"N8088Y"	"KCNU-KSLN-KUKL-KCNU"	4.5	0	0	0.0	0.0	0	0.0	0.0	4.5	0.0	4.5	0.0	0.0	4.5	4.5	4.5	4.5		"ME Cross Country/Andy Polley"
"06/21/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	3.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	3.2	0.0	0.0	3.2	3.2				"ME Checkride Prep/Andy Polley"
"06/22/08"	"PA30"	"N8088Y"	"KCNU-KTOP-KCNU"	1.2	0	0	0.0	0.0	0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	1.2	1.2	1.2	1.2		"Andy Polley/ME XC"
"06/23/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	1.4	1.4				"ME Maneuvers/Jesse Owens"
"06/24/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	0.9	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	0.9				"ME Maneuvers/Jesse Owens"
"06/25/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2	1.2				"MEI Prep/Andy Polley"
"06/25/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	1.5	1.5				"ME Maneuvers/Jesse Owens"
"06/26/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	1.7	1.7				"MEI Prep/Andy Polley"
"06/28/08"	"C172K"	"N79881"	"KCNU-KCNU"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2					"Commercial SE Prep/Andy Polley"
"06/30/08"	"C172K"	"N79881"	"KCNU-KCNU"	1.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	1.4					"Commercial SE Prep/Andy Polley"
"06/30/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0				"ME Introduction/Travis Kinda"
"06/30/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2	1.2				"ME Maneuvers/Jesse Owens"
"07/01/08"	"PA30"	"N8088Y"	"KCNU-KTOP-KCNU"	2.3	0	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	2.3	2.3	2.3	2.3		"ME Maneuvers/Jesse Owens"
"07/02/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	0.9				"MEI Prep/Andy Polley"
"07/02/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3	1.3				"ME Maneuvers/Jesse Owens"
"07/03/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	1.4	1.4				"MEI Prep/Andy Polley"
"07/03/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0				"ME Maneuvers/Jesse Owens"
"07/05/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	1.5	1.5				"ME Maneuvers/Jesse Owens"
"07/06/08"	"PA30"	"N8088Y"	"KCNU-KTOP-KCNU"	1.8	0	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	1.8	1.8	1.8	1.8		"ME Maneuvers/Jesse Owens"
"07/07/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2	1.2				"MEI Prep/Andy Polley"
"07/07/08"	"PA30"	"N8088Y"	"KCNU-KJLN-KCNU"	1.8	0	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	1.8	1.8	1.8	1.8		"ME Maneuvers/Jesse Owens"
"07/08/08"	"PA30"	"N8088Y"	"KCNU-KTOP-KCNU"	2.0	1	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0		"ME Maneuvers checkride prep/Jesse Owens"
"07/11/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3	1.3				"MEI Prep/Andy Polley"
"07/14/08"	"PA30"	"N8088Y"	"KCNU-KEWK-KCNU"	1.8	1	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	1.8	1.8	1.8	1.8		"MEI Prep/Andy Polley"
"07/15/08"	"PA30"	"N8088Y"	"KCNU-KICT-KCNU"	1.9	2	0	0.0	0.0	0	0.0	0.0	1.9	0.0	1.9	0.0	0.0	0.0	1.9	1.9	1.9		"VFR Cross Country"
"07/17/08"	"C172K"	"N79881"	"KCNU-KCNU"	0.8	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.8					"Commercial Maneuvers SE/Travis Kinda"
"07/17/08"	"PA30"	"N8088Y"	"KCNU-KSGF-KHRO-KCNU"	2.7	0	0	0.0	0.0	0	0.0	0.0	2.7	0.0	2.7	0.0	0.0	2.7	2.7	2.7	2.7		"ME Commercial XC/Jesse Owens"
"07/18/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	3.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	3.2	0.0	0.0	3.2					"CFI/CFII Checkride Prep/Andy Polley"
"07/18/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	0.6	0	3	0.0	0.0	0	0.0	0.6	0.0	0.6	0.6	0.0	0.0	0.0	0.6				"Night Currency"
"07/19/08"	"PA30"	"N8088Y"	"KCNU-KBYH-KJBO-KCNU"	4.7	0	0	0.0	0.0	0	0.0	0.0	4.7	0.0	4.7	0.0	0.0	4.7	4.7	4.7	4.7		"Long XC/Jesse Owens"
"07/21/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.2	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2	1.2				"ME Maneuvers/Travis Kinda"
"07/21/08"	"PA30"	"N8088Y"	"KCNU-KBVO-KCNU"	1.4	0	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	1.4	1.4	1.4	1.4		"ME XC/Jesse Owens"
"07/22/08"	"C172K"	"N79881"	"KCNU-KCNU"	0.6	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0					"SE Currency"
"07/22/08"	"PA30"	"N8088Y"	"KCNU-KPYT-1K7-KCNU"	4.2	0	0	0.0	0.0	0	0.0	0.0	4.2	0.0	4.2	0.0	0.0	4.2	4.2	4.2	4.2		"Long ME XC/Travis Kinda"
"07/23/08"	"PA30"	"N8088Y"	"KCNU-KPYX-1K7-KCNU"	4.2	0	0	0.0	0.0	0	0.0	0.0	4.2	0.0	4.2	0.0	0.0	4.2	4.2	4.2	4.2		"Long XC ME Comm/Travis Kinda"
"07/24/08"	"PA30"	"N8088Y"	"KCNU-KGCK-KCNU"	3.8	0	0	0.0	0.0	0	0.0	0.0	3.8	0.0	3.8	0.0	0.0	3.8	3.8	3.8	3.8		"Long XC/Jesse Owens"
"07/25/08"	"PA30"	"N8088Y"	"KCNU-KGCK-KCNU"	3.8	1	0	0.0	0.0	0	0.0	0.0	3.8	0.0	3.8	0.0	0.0	3.8	3.8	3.8	3.8		"ME XC/Travis Kinda"
"07/26/08"	"PA30"	"N8088Y"	"KCNU-KGCK-KCNU"	3.8	0	0	0.0	0.0	0	0.0	0.0	3.8	0.0	3.8	0.0	0.0	3.8	3.8	3.8	3.8		"Long XC/Travis Kinda"
"07/29/08"	"PA30"	"N8088Y"	"KCNU-KTUL-KCNU"	2.9	0	3	0.0	0.0	0	0.0	2.9	2.9	0.0	2.9	0.0	0.0	2.9	2.9	2.9	2.9		"Night Cross Country/Jesse Owens"
"07/31/08"	"PA30"	"N8088Y"	"KCNU-KTOP-KCNU"	2.9	2	0	2.2	0.0	1	0.0	0.0	2.9	0.0	2.9	0.0	0.0	1.4	2.9	2.9	2.9		"IFR XC/Travis Kinda"
"08/01/08"	"PA30"	"N8088Y"	"KCNU-KCBK-KCNU"	4.2	0	0	0.0	0.0	0	0.0	0.0	4.2	0.0	4.2	0.0	0.0	4.2	4.2	4.2	4.2		"ME XC/Jesse Owens"
"08/02/08"	"PA30"	"N8088Y"	"KCNU-KHOT-KSGF-KCNU"	3.9	1	0	0.0	0.0	0	0.0	0.0	3.9	0.0	3.9	0.0	0.0	3.9	3.9	3.9	3.9		"ME XC/Travis Kinda"
"08/05/08"	"PA30"	"N8088Y"	"KCNU-KHOT-KCNU"	4.4	1	0	0.0	0.0	0	0.0	0.0	4.4	0.0	4.4	0.0	0.0	4.4	4.4	4.4	4.4		"ME XC/Jesse Owens"
"08/05/08"	"PA30"	"N8088Y"	"KCNU-KSGF-KCNU"	2.2	0	0	0.0	0.0	0	0.0	2.2	2.2	0.0	2.2	0.0	0.0	2.2	2.2	2.2	2.2		"ME Night XC/Jesse Owens"
"08/06/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	2.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	2.1	2.1				"All ME Maneuvers/Jesse Owens"
"08/06/08"	"PA30"	"N8088Y"	"KCNU-K88-KCNU"	2.3	1	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	2.3	2.3	2.3			"All ME Maneuvers/Jesse Owens"
"08/07/08"	"PA30"	"N8088Y"	"KCNU-KIDP-KCNU"	2.8	1	0	0.0	0.0	0	0.0	0.0	2.8	0.0	2.8	0.0	0.0	2.8	2.8	2.8			"All ME Maneuvers/Jesse Owens"
"08/07/08"	"PA30"	"N8088Y"	"KCNU-K88-KCNU"	2.1	0	0	0.0	0.0	0	0.0	0.0	2.1	0.0	2.1	0.0	0.0	2.1	2.1	2.1			"All ME Maneuvers/Jesse Owens"
"08/08/08"	"PA30"	"N8088Y"	"KCNU-KJLN-K88-KCNU"	2.1	0	0	0.0	0.0	0	0.0	0.0	2.1	0.0	2.1	0.0	0.0	2.1	2.1	2.1	2.1		"All ME Maneuvers/Jesse Owens"
"08/08/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	2.6	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	2.6	2.6	2.6			"All ME Maneuvers/Jesse Owens"
"08/11/08"	"PA30"	"N8088Y"	"KCNU-KHOT-KSGF-KCNU"	4.4	3	0	0.0	0.0	0	0.0	0.0	4.4	0.0	4.4	0.0	0.0	4.4	4.4	4.4	4.4		"Travis Kinda/XC VFR"
"08/12/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	3.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	3.6	0.0	0.0	3.6	3.6				"ME Maneuvers/Travis Kinda"
"08/12/08"	"PA30"	"N8088Y"	"KCNU-KTOP-KPTS-KCNU"	2.7	3	0	0.8	0.0	1	0.0	0.0	2.7	0.0	2.7	0.0	0.0	2.7	2.7	2.7	2.7		"Cross County/Jesse Owens"
"08/13/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	2.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	2.4	2.4				"ME Maneuvers/Travis Kinda"
"08/13/08"	"PA30"	"N8088Y"	"KCNU-KTUL-KXNA-KSGF-KCNU"	5.1	0	1	0.0	0.0	0	0.0	5.1	5.1	0.0	5.1	0.0	0.0	5.1	5.1	5.1	5.1		"ME Maneuvers/Travis Kinda"
"08/13/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	1.1					"Comm Maneuvers/Jesse Owens"
"08/15/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	1.1	1.1				"ME Maneuvers/Travis Kinda"
"08/18/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0				"MEI Maneuvers/Travis Kinda"
"08/18/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	1.6	1.6				"MEI Maneuvers/Jesse Owens"
"08/21/08"	"C172K"	"N79881"	"KCNU-KCNU"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3					"Satll and Spin Training/Jesse Owens"
"08/22/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	2.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	2.3	2.3				"ME Maneuvers/Travis Kinda"
"08/22/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	1.9	1.9				"MEI Maneuvers/Jesse Owens"
"08/25/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2	1.2				"ME Maneuvers/Travis Kinda"
"08/26/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2	1.2				"ME Maneuvers/Travis Kinda"
"08/28/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	2.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	2.4	2.4				"MEI Maneuvers/Jesse Owens"
"09/08/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	2.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0					"BFR/Charles Blandon"
"09/09/08"	"PA30"	"N8088Y"	"KCNU-KBVO-KORK-KCNU"	5.3	1	0	1.5	0.0	1	0.0	0.0	5.3	0.0	5.3	0.0	0.0	5.3	5.3	5.3	5.3		"ME Long XC/Travis Kinda"
"09/15/08"	"PA30"	"N8088Y"	"KCNU-KEMP-KCNU"	1.4	0	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	1.4	1.4	1.4	1.4		"Long XC/Charles Blandon"
"09/18/08"	"PA30"	"N8088Y"	"KCNU-KLNK-KCNU"	2.8	2	0	0.0	0.0	0	0.0	0.0	2.8	0.0	2.8	0.0	0.0	0.0	2.8	2.8	2.8		"VFR Cross Country"
"09/25/08"	"C172K"	"N79881"	"KCNU-KCNU"	1.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	1.8					"CFI Maneuvers/Jesse Owens"
"09/26/08"	"C172K"	"N79881"	"KCNU-KCNU"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.8					"CFI Maneuvers/Jesse Owens"
"09/29/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	0.9				"Pattern Work/Charles Blandon"
"10/02/08"	"PA30"	"N8088Y"	"KCNU-KMCI-KLBN-KCNU"	4.1	4	0	0.0	0.0	0	0.0	0.0	4.1	0.0	4.1	0.0	0.0	4.1	4.1	4.1	4.1		"Comm Maneuvers/Venkat"
"10/03/08"	"PA30"	"N8088Y"	"KCNU-KGCK-KCNU"	5.0	2	0	0.0	0.0	0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	5.0	5.0	5.0	5.0		"VFR XC/Venkat"
"10/07/08"	"PA30"	"N8088Y"	"KCNU-KAMA-KCNU"	4.2	2	0	0.0	0.0	0	0.0	0.0	4.2	0.0	4.2	0.0	0.0	4.2	4.2	4.2	4.2		"VFR XC/Venkat"
"10/08/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	1.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	1.1					"Pattern A/Charles Blandon"
"10/09/08"	"PA30"	"N8088Y"	"KCNU-KMDW-KCNU"	6.2	2	0	0.0	0.0	0	0.0	0.0	6.2	0.0	6.2	0.0	0.0	6.2	6.2	6.2	6.2		"VFR XC/Venkat"
"10/10/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	2.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	2.2	2.2				"Comm Maneuvers/Venkat"
"10/10/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3	1.3				"Comm Maneuvers/Venkat"
"10/11/08"	"PA30"	"N8088Y"	"KCNU-KTOP-KCNU"	3.1	1	0	0.0	0.0	0	0.0	0.0	3.1	0.0	3.1	0.0	0.0	3.1	3.1	3.1	3.1		"Comm Maneuvers/Venkat"
"10/14/08"	"PA30"	"N8088Y"	"KCNU-KCNU"	2.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	2.4	2.4				"Comm Maneuvers/Venkat"
"10/16/08"	"PA30"	"N8088Y"	"KCNU-KTOP-KCNU"	2.6	2	0	0.0	0.0	0	0.0	0.0	2.6	0.0	2.6	0.0	0.0	2.6	2.6	2.6	2.6		"Comm Maneuvers/Venkat"
"10/17/08"	"PA28-140"	"N98014"	"KCNU-KCNU"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9					"Stage I Check/Charles Blandon"
