Date	Tail Number	Route	Duration		
6/25/2007	C/S	EDDF-LOWW	1.5		
6/25/2007	C/S	LOWW-LOWI	1.5		
6/26/2007	C/S	LOWI-EDDF	1.5		
6/29/2007	N217UA	EDDF-KORD	1.5		
6/30/2007	N941SW	KORD-CYOW	1.5		
7/1/2007	N941SW	CYOW-KORD	1.5		
7/3/2007	N674UA	KORD-KSFO	1.5		
7/6/2007	N181UA	KSFO-ZSPD	1.5		
7/8/2007	N193UA	ZSPD-KORD	1.5		
7/8/2007	N456UA	KORD-KDCA	1.5		
7/8/2007	N456UA	KDCA-KORD	1.5		
7/12/2007	N643UA	KORD-KLAX	1.5		
7/18/2007	N643UA	KLAX-KDEN	1.5		
7/19/2007	N643UA	KDEN-KSFO	1.5		
7/21/2007	N673UA	KSFO-PHNL	1.5		
7/21/2007	N778UA	PHNL-KDEN	1.5		
7/28/2007	N564RP	KDEN-KSTL	1.5		
7/28/2007	N381SK	KSTL-KORD	1.5		
7/28/2007	N840RP	KORD-KIAH	1.5		
7/28/2007	N841RP	KIAH-KIAD	1.5		
8/20/2007	N459AW	KIAD-KBOS	1.5		
8/24/2007	N555UA	KBOS-KSFO	1.5		
8/26/2007	N836UA	KSFO-KLAX	1.5		
8/26/2007	N586UA	KLAX-KMCO	1.5		
9/1/2007	N444UA	KMCO-KIAD	1.5		
9/1/2007	N220UA	KIAD-KSFO	1.5		
9/4/2007	N217UA	KSFO-KORD	1.5		
9/6/2007	N456UA	KORD-KIAD	1.5		
9/8/2007	N283SK	KIAD-CYYZ	1.5		
9/8/2007	N283SK	CYYZ-KIAD	1.5		
9/17/2007	N648UA	KIAD-EGLL	1.5		
9/19/2007	C/S	EGLL-EGCC	1.5		
9/21/2007	C/S	EGCC-EGLL	1.5		
9/25/2007	N122UA	EGLL-KSFO	1.5		
10/6/2007	N648UA	KSFO-PHOG	1.5		
12/8/2007	C/S	PHOG-PHNL	1.5		
12/8/2007	C/S	PHNL-YSSY	1.5		
12/8/2007	C/S	YSSY-PHNL	1.5		
12/8/2007	C/S	PHNL-PHLI	1.5		
12/8/2007	C/S	PHLI-PHNL	1.5		
12/12/2007	N561UA	PHNL-KSEA	1.5		
12/12/2007	N186SW	KSEA-KPDX	1.5		
12/12/2007	N189SW	KPDX-KSEA	1.5		
12/15/2007	N341UA	KSEA-KLAX	1.5		
12/16/2007	N564UA	KLAX-KDEN	1.5		
12/16/2007	N936SW	KDEN-KMCI	1.5		
12/16/2007	N965SW	KMCI-KORD	1.5		
12/22/2007	N437AW	KORD-KFAR	1.5		
12/22/2007	N437AW	KFAR-KORD	1.5		
12/23/2007	N303UA	KORD-KDCA	1.5		
1/16/2008	C/S	KDCA-KBOS	1.5		
1/17/2008	N551UA	KBOS-KSFO	1.5		
1/19/2008	N643UA	KSFO-KORD	1.5		
1/21/2008	N643UA	KORD-KLAX	1.5		
1/29/2008	N122UA	KLAX-VHHH	1.5		
1/29/2008	N122UA	VHHH-KORD	1.5		
1/31/2008	N171UA	KORD-VHHH	1.5		
2/1/2008	N128UA	VHHH-KLAX	1.5		
2/2/2008	N436AW	KLAX-KPHX	1.5		
2/2/2008	N477UA	KPHX-KDEN	1.5		
2/23/2008	N221UA	KDEN-KIAD	1.5		
2/24/2008	N653UA	KIAD-LIRF	1.5		
2/27/2008	N647UA	LIRF-KIAD	1.5		
2/29/2008	N221UA	KIAD-RJAA	1.5		
2/29/2008	N221UA	RJAA-KIAD	1.5		
3/21/2008	N671UA	KIAD-EGLL	1.5		
3/22/2008	N214UA	EGLL-KLAX	1.5		
4/22/2008	N936SW	KLAX-KPDX	1.5		
4/26/2008	N963SW	KPDX-KLAX	1.5		
3/23/2009	N667UA	KLAX-KORD	1.5		
3/24/2009	N465SW	KORD-KFAR	1.5		
3/24/2009	N465SW	KFAR-KORD	1.5		
3/25/2009	N187UA	KORD-KSFO	1.5		
4/11/2009	N214UA	KSFO-KORD	1.5		
7/28/2009	N455SW	KORD-KFAR	1.5		
7/28/2009	N455SW	KFAR-KDEN	1.5		
					
4068.59 hours total flight time					
					
					
Script took 1248827596.894003 seconds to complete.					
