DATE	TYPE	PLANE	ROUTE	DURATION	DAY LANDINGS	NIGHT LANDNG	ACTUAL INSTRUMENT	NIGHT	"CROSS COUNTRY
COUNTRY"	SIC
6/29/2009	CRJ200	N8980A	MSP-TUL	1.6	0	0	0	1.2	1.6	1.6
6/29/2009	CRJ200	N8808H	MEM-GNV	2.2	0	0	0	0	2.2	2.2
6/29/2009	CRJ200	N8808H	GNV-JAX	0.6	0	0	0.3	0	0.6	0.6
6/29/2009	CRJ200	N8808H	JAX-MEM	1.8	1	0	0	0	1.8	1.8
7/4/2009	CRJ200	N8515F	MSP-TUL	2.1	0	0	1	2.1	2.1	2.1
7/4/2009	CRJ200	N8515F	TUL-MSP	2.2	1	0	0.5	0	2.2	2.2
7/6/2009	CRJ200	N8736A	MSP-CMX	1.1	0	0	0	0.8	1.1	1.1
7/6/2009	CRJ200	N8736A	CMX-MSP	1.1	1	0	0	0	1.1	1.1
7/8/2009	CRJ200	N8972E	MSP-BJI	0.9	0	0	0	0	0.9	0.9
7/8/2009	CRJ200	N8972E	BJI-MSP	0.8	1	0	0	0	0.8	0.8
7/8/2009	CRJ200	N8972E	MSP-ATW	1	0	0	0	0	1	1
7/8/2009	CRJ200	N8972E	ATW-MSP	0.9	1	0	0	0	0.9	0.9
7/8/2009	CRJ200	N8771A	MSP-AZO	1.3	1	0	0	0	1.3	1.3
7/9/2009	CRJ200	N8718E	AZO-MSP	1.4	0	0	0	0	1.4	1.4
7/9/2009	CRJ200	N8972E	MSP-YWG	1.8	0	0	0	0	1.8	1.8
7/9/2009	CRJ200	N8972E	YWG-MSP	1.4	1	0	0	0	1.4	1.4
7/9/2009	CRJ200	N8797A	MSP-FAR	1.1	1	0	0	0	1.1	1.1
7/9/2009	CRJ200	N8797A	FAR-MSP	1	0	0	0	0	1	1
7/11/2009	CRJ200	N8936A	MSP-YWG	1.4	0	0	0	0	1.4	1.4
7/11/2009	CRJ200	N8936A	YWG-MSP	1.2	1	0	0	0	1.2	1.2
7/11/2009	CRJ200	N8886A	MSP-FAR	1	0	0	0	0	1	1
7/11/2009	CRJ200	N8886A	FAR-MSP	0.9	1	0	0	0	0.9	0.9
7/12/2009	CRJ200	N8972E	MSP-YYZ	1.8	0	0	0	0	1.8	1.8
7/12/2009	CRJ200	N8891A	YYZ-MSP	2.2	1	0	0	0	2.2	2.2
7/12/2009	CRJ200	N8924B	MSP-RST	0.6	0	0	0	0	0.6	0.6
7/12/2009	CRJ200	N8924B	RST-MSP	0.9	1	0	0	0	0.9	0.9
7/12/2009	CRJ200	N812AY	MSP-SDF	1.7	0	0	0.2	0	1.7	1.7
7/12/2009	CRJ200	N812AY	SDF-MSP	2	1	0	0.2	0	2	2
7/16/2009	CRJ200	N800AY	DTW-FNT	0.6	0	0	0	0.6	0.6	0.6
7/16/2009	CRJ200	N8794B	FNT-DTW	0.5	1	0	0	0	0.5	0.5
7/17/2009	CRJ200	N8683B	DTW-IND	1	0	0	0	0.4	1	1
7/17/2009	CRJ200	N8736A	IND-BOS	2.1	1	0	0.7	0	2.1	2.1
7/17/2009	CRJ200	N8736A	BOS-IND	2.5	0	0	0.3	0	2.5	2.5
7/17/2009	CRJ200	N8688C	IND-DCA	1.6	1	0	0	0	1.6	1.6
7/18/2009	CRJ200	N8688C	DCA-IND	1.7	0	0	0	0	1.7	1.7
7/18/2009	CRJ200	N8688C	IND-MEM	1.5	1	0	0	0	1.5	1.5
7/18/2009	CRJ200	N8688C	MEM-PIT	1.7	0	0	0	0	1.7	1.7
7/18/2009	CRJ200	N8688C	PIT-MEM	1.9	1	0	0	0	1.9	1.9
7/19/2009	CRJ200	N8964E	MEM-XNA	1.2	1	0	0	0	1.2	1.2
7/19/2009	CRJ200	N8964E	XNA-MSP	2.3	0	0	0	0	2.3	2.3
