DATE	 	TYPE	PLANE	 	ROUTE 		TOTAL	Cross Country			DAY LANDINGS NIGHT LANDINGS 	ACTUAL INSTRUMENT	SIMULATED INSTRUMENT	APPROACHES		NIGHT	SIMULATOR	 		SOLO	PILOT IN COMMAND	DUAL RECEIVED		REMARKS
18 Sep 08	PA-28	56694	2	k88--ixd--lwc	1.7	1.7				1		1.3	3	1.7		1.7		1.7	1.7		
18 Sep 08	PA-28	56694	2	lwc--ixd--k88	2.1	2.1				2		1.8	4	2.1		2.1		2.1	2.1		
19 Sep 08	PA-30	8208Y	1	k88--top	0.7				1							0.7			0.7		
19 Sep 08	PA-30	8208Y	1	top--k88	0.8				1							0.8			0.8		
20 Sep 08	PA-28	56694	1	k88--top	1.0	1.0			1							1.0	1.0	1.0			
20 Sep 08	PA-28	56694	2	top--lwc--ixd	2.3				1			1.9	5					2.3	2.3		
20 Sep 08	PA-28	56694	1	ixd--k88	0.9	0.9				1		0.6	1	0.9		0.9		0.9	0.9		
23 Sep 08	PA-28	56694	3	k88--ixd--lwc--k88	3.4	3.4				5		2.8	5	3.4		3.4		3.4	3.4		
25 Sep 08	PA-28	56694	3	ojc--ixd--lwc--k88	2.7	2.7				4		2.3	5	2.7		2.7		2.7	2.7		
26 Sep 08	PA-28	56694	1	top--k88	1.1	1.1			1							1.1	1.1	1.1			
26 Sep 08	PA-28	56694	1	k88--top	0.9	0.9			1							0.9		0.9			
29 Sep 08	PA-28	56694	3	k88--ixd--lwc--k88	3.1	3.1				3		2.7	5	3.1		3.1		3.1	3.1		
30 Sep 08	PA-28	56694	3	k88--ixd--lwc--ixd	2.2	2.2			1			1.7	3			2.2		2.2	2.2		
30 Sep 08	PA-28	56694	1	ixd--lwc	0.9				1			0.6	1					0.9	0.9																Instrument flight test--discontinued due to plane's brakes.
1 Oct 08	PA-28	56694	3	top--lwc--ixd--k88	2.2	2.2			1			1.9	4			2.2		2.2	2.2		
2 Oct 08	PA-28	56694	2	ixd--lwc--ixd	0.8				3			0.6	3					0.8																	Instrument flight test completed.
2 Oct 08	PA-28	56694	1	ixd--top	0.6				1			0.4						0.6	0.6		
2 Oct 08	PA-28	56694	1	top--k88	1.0	1.0			1							1.0	1.0	1.0			
2 Oct 08	PA-28	56694	1	k88--ixd	1.5	1.5			1			1.2	1			1.5		1.5	1.5		
3 Oct 08	PA-30	8208Y	1	k88--ict	0.9				1							0.9			0.9		
3 Oct 08	PA-30	8208Y	1	ict--k88	1.0				1							1.0			1.0		
8 Oct 08	PA-28	56694	1	k88--top	1.1	1.1			1							1.1	1.1	1.1			
8 Oct 08	PA-28	56694	1	top--k88	1.2	1.2			1							1.2		1.2			
9 Oct 08	PA-28	56694	1	k88--top	1.2	1.2				1				1.2		1.2		1.2			
9 Oct 08	PA-28	56694	1	top--k88	1.2	1.2			1							1.2		1.2			
10 Oct 08	PA-28	56694	1	top--cnu	1.6	1.6				1				1.6		1.6		1.6			
10 Oct 08	PA-28	56694	1	cnu--k88	0.3					1				0.3				0.3			
