"DATE"	"MAKE/MODEL"	"IDENT"	"FROM"	"MID"	"TO"	"DURATION"	"ASEL"	"AMEL"	"COMPLEX"	"SIM"	"SIM"	"DAY"	"NIGHT"	"NIGHT PIC"	"Dual"	"PIC"	"TOTAL"	"INSTRUMENT"	"INST/HOOD"	"APPROACH"	"SIMULATOR"	"PIC"	"DUAL RCV"	"SOLO"	"TOTAL"		"COMMAND"	"COMMAND"	"RECEIVED"	"INSTRUCTOR"	"FTD"	"PCATD"	"X-COUNTRY"	"PRIVATE"	"INSTRUMENT"	"COMMERCIAL"	"CFI"	"CFII"	"MULTI"								
20-Aug-06	"BE36-A"	"9067E"	"IWA"	"HII-CGZ"	"IWA"	3.9	3.9		3.9			3						0.1	2.4	1		3.9	3.9		3.9		3.9		3.9														
21-Aug-06	"BE36-A"	"7206J"	"IWA"	"CHD-CGZ"	"IWA"	1.7	1.7		1.7			3							1.5	2							1.7		1.7														
27-Aug-06	"BE36-A"	"9067E"	"IWA"	"SAN-YUM-CHD"	"IWA"	5.0	5.0		5.0			4							4.2	3		5.0	5.0		5.0		5.0		5.0														
8-Sep-06	"BE36-A"	"8256H"	"IWA"	"CHD"	"IWA"	1.4	1.4		1.4			2							1.1	3							1.4		1.4														
22-Sep-06	"BE36-A"	"94JV"	"IWA"	"MZJ"	"IWA"	1.3	1.3		1.3			3							0.8			1.3	1.3		1.3		1.3		1.3														
26-Sep-06	"BE36-A"	"4151Q"	"IWA"	"P08-CGZ-CHD"	"IWA"	1.6	1.6		1.6			4							1.4	3							1.6		1.6														
29-Sep-06	"BE36-A"	"94JV"	"IWA"	"CHD"	"IWA"	1.7	1.7		1.7			2							1.5	3							1.7		1.7														
6-Oct-06	"BE36-A"	"4151Q"	"IWA"	"CHD"	"IWA"	1.5	1.5		1.5			2							1.3	2							1.5		1.5														
9-Oct-06	"BE36-A"	"8047P"	"IWA"	"CGZ"	"IWA"	1.0	1.0		1.0			2							0.8	1							1.0		1.0														
10-Oct-06	"BE36-A"	"4185Q"	"IWA"	"FFZ"	"IWA"	1.5	1.5		1.5			2							1.2	3							1.5		1.5														
20-Oct-06	"BE36-A"	"7206J"	"IWA"		"IWA"	1.6	1.6		1.6			1							1.4	3							1.6		1.6														
22-Oct-06	"BE36-A"	"4151Q"	"IWA"	"CHD"	"IWA"	0.7	0.7		0.7			3	3	3	0.7	0.7	0.7		0.5	1							0.7		0.7														
23-Oct-06	"BE36-A"	"94JV"	"IWA"	"CHD"	"IWA"	1.5	1.5		1.5			2							1.1	3							1.5																
27-Oct-06	"BE36-A"	"7206J"	"IWA"		"IWA"	1.1	1.1		1.1			1															1.1		1.1														
30-Oct-06	"BE36-A"	"4151Q"	"IWA"		"IWA"	1.1	1.1		1.1			3															1.1		1.1														
3-Nov-06	"BE36-A"	"8256H"	"IWA"		"IWA"	1.4	1.4		1.4			5															1.4		1.4														
9-Nov-06	"BE36-A"	"8256H"	"IWA"		"IWA"	1.1	1.1		1.1			1															1.1		1.1														
13-Nov-06	"BE36-A"	"8256H"	"IWA"		"IWA"	1.5	1.5		1.5			4															1.5		1.5														
17-Nov-06	"BE36-A"	"4151Q"	"IWA"	"PAN-FLG"	"IWA"	2.3	2.3		2.3			3										2.3	2.3		2.3		2.3		2.3														
18-Nov-06	"C-172XP"	"736SC"	"FFZ"		"FFZ"	0.7	0.7					3															0.7		0.7														
20-Nov-06	"PA28-151"	32779	"IWA"	"MZJ-"	"IWA"	1.9	1.9					5										1.9	1.9		1.9		1.9		1.9														
21-Nov-06	"PA28-161"	47717	"IWA"		"IWA"	2.1	2.1					5										2.1	2.1		2.1		2.1		2.1														
28-Nov-06	"BE36-A"	"4151Q"	"IWA"		"IWA"	1.6	1.6		1.6			4															1.6		1.6														
5-Dec-06	"BE36-A"	"4151Q"	"IWA"	"CGZ"	"IWA"	1.3	1.3		1.3			7															1.3		1.3														
12-Dec-06	"BE36-A"	"94JV"	"IWA"	"E60"	"IWA"	1.9	1.9		1.9			7															1.9		1.9														
13-Dec-06	"BE36-A"	"94JV"	"IWA"		"IWA"	1.0	1.0		1.0			8															1.0		1.0														
13-Dec-06	"BE36-A"	"8256H"	"IWA"		"IWA"	0.8	0.8		0.8			7															0.8		0.8														
15-Dec-06	"BE36-A"	"7206J"	"IWA"		"IWA"	0.5	0.5		0.5			3															0.5		0.5														
19-Dec-06	"BE36-A"	"8256H"	"IWA"	"P08"	"IWA"	1.6	1.6		1.6			4															1.6																
12-Jan-07	"PA28-161"	"240D"	"IWA"		"IWA"	0.6	0.6					5															0.6		0.6														
23-Jan-07	"BE36-A"	"8256H"	"IWA"		"IWA"	1.2	1.2		1.2			1															1.2		1.2														
2-Feb-07	"BE36-A"	"4151Q"	"IWA"		"IWA"	1.2	1.2		1.2			6															1.2		1.2														
16-Feb-07	"BE36-A"	"94JV"	"IWA"		"IWA"	1.5	1.5		1.5			6															1.5		1.5														
25-Feb-07	"2T-1A-2"	"3810F"	"CHD"		"CHD"	0.8	0.8					1																	0.8														
26-Feb-07	"BE36-A"	"7206J"	"IWA"	"CHD"	"IWA"	1.5	1.5		1.5			5															1.5		1.5														
1-Mar-07	"BE36-A"	"94JV"	"IWA"	"SDL-FFZ"	"IWA"	0.7	0.7		0.7				3	3	0.7	0.7	0.7										0.7		0.7														
2-Mar-07	"2T-1A-2"	"3810F"	"CHD"		"CHD"	0.8	0.8					1																	0.8														
9-Mar-07	"BE36-A"	"4151Q"	"IWA"		"IWA"	1.4	1.4		1.4			3															1.4		1.4														
23-Mar-07	"BE36-A"	"4151Q"	"IWA"	"CHD"	"IWA"	1.6	1.6		1.6			1						0.4		1							1.6		1.6														
29-Mar-07	"BE36-A"	"94JV"	"IWA"	"P08"	"IWA"	1.2	1.2		1.2			3															1.2		1.2														
30-Mar-07	"BE36-A"	"94JV"	"IWA"	"P08"	"IWA"	1.6	1.6		1.6			3															1.6																
10-Apr-07	"PA28-161"	"5361Z"	"IWA"		"IWA"	1.2	1.2					2							1.0	3							1.2		1.2														
20-Apr-07	"PA28-161"	"616MA"	"IWA"		"IWA"	1.2	1.2					1							1.0	1							1.2		1.2														
22-Apr-07	"PA28-161"	"5350J"	"IWA"		"IWA"	1.8	1.8					4							1.5	2							1.8		1.8														
