Date	Registration	Type	Route	Total	PIC	Solo	SIC	Night	Dual Received	Dual Given	Cross Country	Actual Instrument	Simulated Instrument	Night Landings	Day Landings	Sim	Approaches	Person	Remarks	Flying
##PLANE	B744	BOEING COMPANY		747-400 (Interna	2	X	Type Rating	
##PLANE	B752	BOEING COMPANY		757-200	2	X	Type Rating	
##PLANE	B753	BOEING COMPANY		757-300	2	X	Type Rating	
##PLANE	B763	BOEING COMPANY		767-300	2	X	Type Rating	
##PLANE	B77W	BOEING COMPANY		777-300ER	2	X	Type Rating	
##PLANE	B737	BOEING COMPANY		B737-700	2	X	Type Rating	
##PLANE	RJ1H	BRITISH AEROSPACE (BAe)		RJ-100	2	X	Type Rating	
##PLANE	CL60	CANADAIR BOMBARDIER LTD.		CL-600/Challenge	2	X	Type Rating	
##PLANE	CRJ1	CANADAIR BOMBARDIER LTD.		CRJ-100	2	X	Type Rating	
##PLANE	CRJ2	CANADAIR BOMBARDIER LTD.		CRJ-200	2	X	Type Rating	
##PLANE	C750	CESSNA AIRCRAFT COMPANY		750 Citation 10	2	X	Type Rating	
##PLANE	C206	CESSNA AIRCRAFT COMPANY		Stationair 6	1	X		
##PLANE	DHC6	DEHAVILLAND		DHC-6 Twin Otter	2	X		
##PLANE	DHC7	DEHAVILLAND		DHC-7 Dash 7	2	X	Type Rating	
##PLANE	E135	EMBRAER		EMB-135	2	X	Type Rating	
##PLANE	E170	EMBRAER		EMB-170/175	2	X	Type Rating	
##PLANE	E190	EMBRAER		EMB-190/195	2	X	Type Rating	
##PLANE	F100	FOKKER BV		100	2	X	Type Rating	
##PLANE	F70	FOKKER BV		70	2	X		
##PLANE	MD11	MCDONNELL-DOUGLAS CORP.		MD-11	2	X	Type Rating	
##PLANE	MD82	MCDONNELL-DOUGLAS CORP.		MD-82	2	X	Type Rating	
##PLANE	XB70	NORTH AMERICAN		XB-70A	2	X	Type Rating	
##PLANE	PC12	PILATUS FLUGZEUGWERKE AG		PC-12	1	X		
##PLANE	PAY2	PIPER AIRCRAFT CORP.		Cheyenne 2	2	X		
##PLANE	SF34	SAAB		34	2	X	Type Rating	
##PLANE	T154	Tupolev Design Bureau		Tu-154M	2	X	Type Rating	
##LOC	LLJR	Jerusalem	35.217222	31.8525	Isreal	Small Airport
