11/26/2002	M20	N7822V	LKR-08A	1		2.7		2.7					2.7			2.7	2.7		
11/26/2002	M20	N7822V	08A-L38	1		2.7		2.7					2.7			2.7	2.7		
12/1/2002	M20	N7822V	L38-LGC	1		3.0		3.0					3.0			3.0	3.0		
12/1/2002	M20	N7822V	LGC-LKR	1		1.9		1.9					1.9			1.9	1.9		
12/21/2002	M20	N7822V	LKR-08A	1		2.5		2.5					2.5			2.5	2.5		
12/21/2002	M20	N7822V	08A-L38	1		2.9		2.9				0.5	2.9			2.9	2.9		
12/29/2002	M20	N7822V	L38-LGC	1		2.9		2.9					2.9			2.9	2.9		
12/29/2002	M20	N7822V	LGC-LKR	1		2.1		2.1					2.1			2.1	2.1		
1/19/2003	C-172	N12701	LKR-2A5-LKR	2		0.4	2.5	2.9					2.9			2.9	2.9		
2/3/2003	M20	N7822V	LKR-STANTON-LKR	2		1.1		1.1								1.1	1.1		
2/7/2003	M20	N7822V	LKR-LKR	2		1.3		1.3				0.4				1.3	1.3		
2/20/2003	M20	N7822V	LKR-2A5-LKR	2		1.6		1.6					1.6			1.6	1.6		
2/25/2003	M20	N7822V	LKR-UZA-LKR	5		2.1		2.1								2.1	2.1		
3/11/2003	M20	N7822V	LKR-LKR	5		1.0		1.0								1.0	1.0		
3/11/2003	C-172	N12701	LKR-EQY-LKR	2		0.8		0.8								0.8	0.8		
3/11/2003	C-172	N12701	LKR-EQY-LKR	2		0.7		0.7								0.7	0.7		
3/22/2003	M20	N7822V	LKR-LKR	1		0.9		0.9								0.9	0.9		
3/23/2003	J3	N98872	LKR-LKR	10		2.5		2.5							2.5	2.5	2.5		
3/27/2003	M20	N7822V	LKR-CHE	1		1.1		1.1				1.0	1.1			1.1	1.1		
3/28/2003	M20	N7822V	CHE-LKR	1		1.0		1.0				0.6	1.0			1.0	1.0		
4/2/2003	M20	N7822V	LKR-UZA-LKR	2		1.7		1.7			1.5					1.7	1.7		
4/13/2003	M20	N7822V	LKR-88J-LKR	2		1.9		1.9					1.9			1.9	1.9		
4/16/2003	M20	N7822V	LKR-LKR	3		1.7		1.7							1.7	1.7	1.7		
4/16/2003	M20	N7822V	LKR-EQY-LKR	1		0.9		0.9								0.9	0.9		
4/29/2003	M20	N7822V	LKR-AND-LKR	2		2.0		2.0					2.0			2.0	2.0		
4/29/2003	C-172	N12701	LKR-T73-LKR	2		0.6		0.6								0.6	0.6		
4/30/2003	BE-77	N3726B	AND-LKR	2		1.6		1.6					1.6			1.6	1.6		
5/2/2003	M20	N7822V	LKR-60J	1		0.9		0.9					0.9			0.9	0.9		
5/3/2003	M20	N7822V	60J-LKR	1		1.3		1.3					1.3			1.3	1.3		
